content,score,review_cleaned,label
"suka berguna banget, program dan internalnya lebih fleksibel dipakai,bebas iklan,bug,ataupun lelet,enak ketika dijalankan & mengakses smua menu2nya. Tapi di sayangkan sering ketika dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil, terkadang loadingnya lambat banget dan cuma berputar-putar saja. mungkin hal yang biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,,masukan tuk perkembangannya dibenahi segala eror..",5,suka berguna banget program internalnya fleksibel dipakai bebas iklan lelet enak dijalankan mengakses smua menunya sayangkan dipakai terkadang sulit membukanya koneksi buruk stabil terkadang loadingnya lambat banget berputarputar apps lainlainnya sesuai pengalaman transaksi sukses masukan perkembangannya dibenahi eror,netral
"Terbaru sangat praktis,program dan internalnya lebih memadai di pakai,,bebas iklan,bug,ataupun lelet,cepat bila di jalankan dan mengakses semua menunya. Namun disayangkan pernah juga dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi burik/kurang bagus,terkadang perputarannya lambat banget dan cuma berputar putar saja.mungkin cuma hal yang biasa terjadi di apps ini dan lain-lainnya sesuai pengalaman transaksi berhasil,,masukan untuk perkembangan nya dibenahi semua..",5,terbaru praktis program internalnya memadai pakai bebas iklan lelet cepat jalankan mengakses menunya disayangkan dipakai terkadang sulit membukanya koneksi burikkurang bagus terkadang perputarannya lambat banget berputar putar sajamungkin apps lainlainnya sesuai pengalaman transaksi berhasil masukan perkembangan dibenahi,netral
"Asliii sangat praktis,program dan internalnya lebih memadai di pakai,,bebas iklan,bug,ataupun lelet,cepat bila di jalankan dan mengakses semua menunya. Namun disayangkan pernah juga dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi burik/kurang bagus,terkadang perputarannya lambat banget dan cuma berputar putar saja.mungkin cuma hal yang biasa terjadi di apps ini dan lain-lainnya sesuai pengalaman transaksi berhasil,,masukan untuk perkembangan nya dibenahi semua eror!!!!!",5,asli praktis program internalnya memadai pakai bebas iklan lelet cepat jalankan mengakses menunya disayangkan dipakai terkadang sulit membukanya koneksi burikkurang bagus terkadang perputarannya lambat banget berputar putar sajamungkin apps lainlainnya sesuai pengalaman transaksi berhasil masukan perkembangan dibenahi eror,netral
"Asli sangat praktis,program dan internalnya lebih memadai di pakai,,bebas iklan,bug,ataupun lelet,cepat bila di jalankan dan mengakses semua menunya. Namun disayangkan pernah juga dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi burik/kurang bagus,terkadang perputarannya lambat banget dan cuma berputar putar saja.mungkin cuma hal yang biasa terjadi di apps ini dan lain-lainnya sesuai pengalaman transaksi berhasil,,masukan untuk perkembangan nya dibenahi semua.terimakasih !!!",5,asli praktis program internalnya memadai pakai bebas iklan lelet cepat jalankan mengakses menunya disayangkan dipakai terkadang sulit membukanya koneksi burikkurang bagus terkadang perputarannya lambat banget berputar putar sajamungkin apps lainlainnya sesuai pengalaman transaksi berhasil masukan perkembangan dibenahi semuaterimakasih,netral
"Asli sangat praktis,program dan internalnya lebih memadai di pakai,,bebas iklan,bug,ataupun lelet,cepat bila di jalankan dan mengakses semua menunya. Namun disayangkan pernah juga dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi burik/kurang bagus,terkadang perputarannya lambat banget dan cuma berputar putar saja.mungkin cuma hal yang biasa terjadi di apps ini dan lain-lainnya sesuai pengalaman transaksi berhasil,,masukan untuk perkembangan nya dibenahi semua.terimakasih",5,asli praktis program internalnya memadai pakai bebas iklan lelet cepat jalankan mengakses menunya disayangkan dipakai terkadang sulit membukanya koneksi burikkurang bagus terkadang perputarannya lambat banget berputar putar sajamungkin apps lainlainnya sesuai pengalaman transaksi berhasil masukan perkembangan dibenahi semuaterimakasih,netral
"Asli sangat praktis,program dan internalnya lebih memadai di pakai,,bebas iklan,bug,ataupun lelet,cepat bila di jalankan dan mengakses semua menunya. Namun disayangkan pernah juga dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi burik/kurang bagus,terkadang perputarannya lambat banget dan cuma berputar putar saja.mungkin cuma hal yang biasa terjadi di apps ini dan lain-lainnya sesuai pengalaman transaksi berhasil,,masukan untuk perkembangan nya dibenahi semua.terimakasih",5,asli praktis program internalnya memadai pakai bebas iklan lelet cepat jalankan mengakses menunya disayangkan dipakai terkadang sulit membukanya koneksi burikkurang bagus terkadang perputarannya lambat banget berputar putar sajamungkin apps lainlainnya sesuai pengalaman transaksi berhasil masukan perkembangan dibenahi semuaterimakasih,netral
"Bagus mayan praktis,program dan internalnya lebih memadai di pakai,,bebas iklan,bug,ataupun lelet,cepat bila di jalankan dan mengakses semua menunya. Namun disayangkan pernah juga dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi burik/kurang bagus,terkadang perputarannya lambat banget dan cuma perputar putar saja.mungkin cuma hal yang biasa terjadi di apps ini dan lain-lainnya sesuai pengalaman transaksi berhasil,,masukan untuk perkembangan nya dibenahi semua eror!!!!!!!",5,bagus mayan praktis program internalnya memadai pakai bebas iklan lelet cepat jalankan mengakses menunya disayangkan dipakai terkadang sulit membukanya koneksi burikkurang bagus terkadang perputarannya lambat banget perputar putar sajamungkin apps lainlainnya sesuai pengalaman transaksi berhasil masukan perkembangan dibenahi eror,netral
"Asli mantep pool gan,program & internalnya lebih memadai digunakan,bebas iklan,bug, ataupun lelet. sip bila dijalankan dan mengakses semua fitur2nya. Tapi disayangkan pernah juga dipakai terkadang agak sulit membukanya pas saat koneksi lagi buruk / kurang bagus, terkadang perputarannya lambat yah dan cuma berputar-putar saja. mungkin cuma hal biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,,masukan tuk perkembangannya dibenahi semua nya ya.oke deh",5,asli mantep pool program internalnya memadai bebas iklan lelet dijalankan mengakses fiturnya disayangkan dipakai terkadang sulit membukanya koneksi buruk bagus terkadang perputarannya lambat berputarputar apps lainlainnya sesuai pengalaman transaksi sukses masukan perkembangannya dibenahi yaoke,positif
"Bagus & praktis jugaharga,terjangkau, .programnya & internalnya lebih bekerja dgn oke,bebas iklan,bug,ataupun lelet,cepatlah ketika dijalankan & mengakses smua menu2nya.Tapi di sayangkan sering ketika dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi jelek / tidak stabil, terkadang loadingnya lambat banget dan cuma berputar-putar saja. mungkin cuma hal yang biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,,masukan tuk bagusnya dibenahi segalanya.",5,bagus praktis jugaharga terjangkau programnya internalnya bebas iklan lelet cepatlah dijalankan mengakses smua menunyatapi sayangkan dipakai terkadang sulit membukanya koneksi jelek stabil terkadang loadingnya lambat banget berputarputar apps lainlainnya sesuai pengalaman transaksi sukses masukan bagusnya dibenahi,positif
"Asli mantep pool gan,program & internalnya lebih memadai digunakan,bebas iklan,bug,ataupun lelet.sip bila di jalankan dan mengakses semua fitur"" nya.tapi disayangkan pernah juga di pakai terkadang agak sulit membukanya pas saat koneksi lagi buruk / kurang bagus,terkadang perputarannya lambat yah dan cuma berputar-putar saja.mungkin cuma hal biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,,masukan tuk perkembangannya dibenahi semua nya ya!!!",5,asli mantep pool program internalnya memadai bebas iklan leletsip jalankan mengakses fitur nyatapi disayangkan pakai terkadang sulit membukanya koneksi buruk bagus terkadang perputarannya lambat berputarputar sajamungkin apps lainlainnya sesuai pengalaman transaksi sukses masukan perkembangannya dibenahi,positif
"Asli mantap lag gan,program & internalnya lebih memadai digunakan.bebas iklan,bug,ataupun lemot,sip bila dijalankan dan mengakses semua menu menu nya.namun di sayangkan pernah juga di pakai terkadang agak sulit membuka nya pas saat koneksi lagi buruk/kurang bagus,terkadang perputarannya lambat yah dan cuma berputar-putar saja.mungkin cuma hal itu biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,masukan tuk baik nya tuk perkembangannya dibenahi semua nya !!!!!",5,asli mantap program internalnya memadai digunakanbebas iklan lemot dijalankan mengakses menu menu nyanamun sayangkan pakai terkadang sulit membuka koneksi burukkurang bagus terkadang perputarannya lambat berputarputar sajamungkin apps lainlainnya sesuai pengalaman transaksi sukses masukan perkembangannya dibenahi,positif
"Sampurasun NAU-NAU beraksi!!Asli mantap lah gan,program dan internalnya lebih memadai digunakan,bebas iklan,bug maupun lelet,sip bila digunakan dijalankan dan mengakses semua menu-menunya ,namun disayangkan pernah juga dipakai terkadang agak""sulit membukannya pas saat koneksi lagi buruk / kurang bagus.terkadang perputarannya lambat yah dan berputar-putar saja.mungkin cuma hal biasa terjadi diapps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses.semoga kedepannya bisa dibenahi lagi",5,sampurasun naunau beraksi asli mantap program internalnya memadai bebas iklan lelet dijalankan mengakses menumenunya disayangkan dipakai terkadang sulit membukannya koneksi buruk bagusterkadang perputarannya lambat berputarputar sajamungkin diapps lainlainnya sesuai pengalaman transaksi suksessemoga kedepannya dibenahi,positif
"Aplikasi perbankan sangat keren. program & internalnya lebih bekerja dengan baik,bebas iklan,bug,atupun lelet,top ketika dijalankan & mengakses semua menu menu nya.tapi disayangkan sering ketika dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil,terkadang loading nya lambat banget dan cuma berputar-putar saja.mungkin cuma hal biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,,masukan tuk baiknya di benahi lagi ya.!!",5,aplikasi perbankan keren program internalnya bebas iklan atupun lelet dijalankan mengakses menu menu nyatapi disayangkan dipakai terkadang sulit membukanya koneksi buruk stabil terkadang loading lambat banget berputarputar sajamungkin apps lainlainnya sesuai pengalaman transaksi sukses masukan baiknya benahi,netral
"Terbaru sangat praktis,program dan internalnya lebih memadai di pakai,,bebas iklan,bug,ataupun lelet,cepat bila di jalankan dan mengakses semua menunya. Namun disayangkan pernah juga dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi burik/kurang bagus,terkadang perputarannya lambat banget dan cuma berputar putar saja.mungkin cuma hal yang biasa terjadi di apps ini dan lain-lainnya sesuai pengalaman transaksi berhasil,,masukan untuk perkembangan nya dibenahi semua...",5,terbaru praktis program internalnya memadai pakai bebas iklan lelet cepat jalankan mengakses menunya disayangkan dipakai terkadang sulit membukanya koneksi burikkurang bagus terkadang perputarannya lambat banget berputar putar sajamungkin apps lainlainnya sesuai pengalaman transaksi berhasil masukan perkembangan dibenahi,netral
"Hati-hati dlm menggunakan Aplikasi ini, ketika Aplikasi Logout atau tertulis koneksi buruk sebaiknya jgn kita paksakan utk masuk kembali. pengalaman Sy ketika sedang mengadakan transaksi tiba-tiba Logout sendiri, sy paksakan utk tetap masuk malah tertulis koneksi buruk padahal waktu itu jaringan baik-baik saja. begitu Sy berhasil masuk kembali Saldo didalamnya Lenyap tak berbekas, Sy sudah hubungi CS dan mereka berjanji akan Mengatasi masalah Sy Namun sampai detik ini tdk ada realisasinya..",1,hatihati aplikasi aplikasi logout tertulis koneksi buruk paksakan masuk pengalaman mengadakan transaksi tibatiba logout paksakan masuk tertulis koneksi buruk jaringan baikbaik berhasil masuk saldo didalamnya lenyap berbekas hubungi berjanji mengatasi detik realisasinya,negatif
Dulu normal tapi sekarang parah bener aplikasinya sering error tidak bisa masuk katanya jaringan jelek padahal baik2 aja... susah di andalkan apalagi saat urgent. 1 hari kadang harus nunggu smpe mlm ato sebaliknya baru bisa login...,1,normal parah aplikasinya error masuk jaringan jelek susah andalkan urgent kadang nunggu smpe,negatif
"kalo menurut gw sih tentang sea bank inih, ini bank paling mudah dan praktis jika dibandingkan dengan aplikasi bankÂ² lain..ya jadi intinya menurut gw tuhh bank paling mudah dan praktis ya cuma ini dia sea bank...""highest point of the bank!""",5,inih mudah praktis dibandingkan aplikasi intinya tuhh mudah praktis highest point,positif
Akun tdk bisa digunakan. Login bisa tp stelah login eror tidak bisa di klik. Kejadian ini setelah ada dana masuk dari org yg tidak dikenal berjumlah 400rb. Tolong ini dipulihkan dan tindak segera dong. Sy jg udah melapor di email.,1,akun stelah eror klik kejadian dana masuk dikenal tolong dipulihkan tindak melapor email,negatif
"kenapa seabank saya tidak bisa dibuka padahal saya sudah buat pin yg benar,malah setelah mengetik pin dgn benar keluar tulisan.""unexpected error occured"" mau dibuat lupa pin malah jawaban nya ""mohon maaf ada terjadi kesalahan"" itu kenapa ya? tiba2 loh gak bisa dibuka. tolong dong pihak seabank saya perlu uang nya di dalam,tolong dong buka lagi apk seabank nya saya perlu",1,dibuka mengetik tulisan unexpected error occured lupa mohon maaf kesalahan dibuka tolong uang tolong buka,negatif
"respon cs gajelas, gue gbisa login karna harus masukin otp, sedangkan kartu gue ilang dan minta verifikasi otp lewat email yang udh tertera, di anjurkan untuk vermuk juga udh sama kirim data sesuai KTP juga udh, di anjurkan lagi buat tlpn cs setelah vermuk tapi pas di tlpn selalu gabisa jaringan sibuk terus, sebenernya niat bantu ga ya? respon yang gue dpt selalu bgitu sampe gue kena blokir karna banyak permintaan!, mau nya apa ya ini cs seabank? itu uang yang ada di rekening saya buat berobat!",1,respon gajelas gbisa karna masukin kartu ilang verifikasi email tertera anjurkan vermuk kirim data sesuai anjurkan tlpn vermuk tlpn jaringan sibuk sebenernya niat bantu respon bgitu sampe kena blokir karna permintaan uang rekening berobat,negatif
"ga bisa login, sudah masukan pin selalu ada notif terlalu banyak melakukan percobaan masuk & ada opsi reset pin+batalkan, padahal baru sekali masukan pin untuk login. sdh coba reset pin dengan verifikasi ulang sukses & diminta login lagi,tapi begitu login keluar notif seperti td & diminta reset ulang..sdh dilakukan clear cache smp instal ulang aplikasinya tapi ttp aja error ga bisa login",3,masukan notif percobaan masuk opsi reset pinbatalkan masukan coba reset verifikasi ulang sukses notif reset ulang clear cache instal ulang aplikasinya error,negatif
saya suka karena ada bebas biaya transfer tidak seperti bank lainnya yang kena biaya transfer dan biaya admin coba bayangin klu nasabahnya 1000 dikali 5000 biaya admin dah 5000000 tanpa ngapa2 in.belum lagi potongan penghasilan kena pajak bisa2 uang g di gunakan klu seperti itu biayanya mahal klu menggunakan uang lebih baik barter saja sesuai kebutuhan tp dengan sea bank ringan g ada biaya sebagai kaum buruh saya senang transaksi lewat sea bank,5,suka bebas biaya transfer kena biaya transfer biaya admin coba bayangin nasabahnya dikali biaya admin ngapa inbelum potongan penghasilan kena pajak uang biayanya mahal uang barter sesuai kebutuhan ringan biaya kaum buruh senang transaksi,positif
"aplikasi yg bagus berguna untuk bayar bayar, simpan uang biar gk boros, ada pinjaman juga, cuma akun saya tidak terpilih supaya bisa mengajukan pinjaman, semoga kdepan bisa secepatnya.",3,aplikasi bagus berguna bayar bayar simpan uang biar boros pinjaman akun terpilih mengajukan pinjaman semoga kdepan secepatnya,netral
"min, error min. mau buka aplikasi gk masuk loading terus. tolonglah segera perbaiki, padahal pake wifi loh. sempet sama errornya di Sh*pee, sekarang di sh*pee udah normal",4,error buka aplikasi masuk loading tolonglah perbaiki pake wifi sempet errornya normal,negatif
"daftar nya ribet susah mau dapet nomer rekening nya juga,suruh masukin ktp tapi pemberitahuan nya bilang nomer nik sudah terdaftar,tapi nomer rekening ga ada aplikasi eror",1,daftar ribet susah dapet nomer rekening suruh masukin pemberitahuan bilang nomer terdaftar nomer rekening aplikasi eror,negatif
"Sea bank saya tidak masuk smpai sekarang, pelayannya buruk, kata katanya templet ,saya sudah lapor tapi tidak ada tindakan, saldo saya tertahan sampai sekarang, saya tidak bisa gunakan saldo saya, saya udah cape lapor lewat Gmail dan tlpon tapi masalahnya tidak atasi, saya kecewa banget, saya nyesal nabung disini, saya tidak akan hapus komen sampai sea bank saya bisa lagi, saya minta transfer uang saya ,tapi tidak bisa, saya udah bilang saya ga butuh rekeningnya lagi tapi butuh uang saja ajaðŸ˜¡",1,masuk smpai pelayannya buruk templet lapor tindakan saldo tertahan saldo cape lapor gmail tlpon atasi kecewa banget nyesal nabung hapus komen transfer uang bilang butuh rekeningnya butuh uang,negatif
"aduh susah digeser lagi kenapa sih nih apliaksi errorr Mulu heran deh gw, baikin dong saya mau scan nih gimana sih sudah ku update masih aja susah dibuka gimana sih ini aplikasi perbaiki dong ,,pagi ini sayaa mau buka sebank,, kenapa susah terus ya,,saya mau transfer ini,, kenapa ellor trs sih elloor trss padahal baru update",1,aduh susah digeser apliaksi errorr mulu heran baikin scan gimana update susah dibuka gimana aplikasi perbaiki pagi sayaa buka sebank susah transfer ellor elloor trss update,negatif
dulu aplikasi ini bagus sekarang jelek setiap mau pencairan pinjaman walaupun cuma 1juta saja gagal terus harus menunggu lagi 30hari sudah bisa diklik gagal lgi harus nunggu lagi apaan coba bikin mumet,2,aplikasi bagus jelek pencairan pinjaman juta gagal menunggu diklik gagal nunggu coba bikin mumet,negatif
"flexible banget,,bisa buat bayar ini itu,,transfer ke lain bank bnyaaak,tanpa biaya admin,,ada Seabank pinjamnya pula,,, saran aja untuk pmbayaran Seabank pinjamnya mungkin sblm jtuh tempo bisa dbayar sebagian dan ada opsi plunasan bisa sbgian bulan gk hrus seluruhnya..",5,flexible banget bayar transfer bnyak biaya admin pinjamnya saran pmbayaran pinjamnya sblm jtuh tempo dbayar opsi plunasan sbgian hrus,positif
"di saat mau membuka rekening, rekening malah hilang dan saat mendaftar ulang timbul tulisan nik sudah terdaftar, padahal nomor handphone masih yang sebelumnya waktu mendaftar, begitupun KTP nya, bilangnya maaf aja, uang saya hilang 350k walaupun nominalnya sedikit, tapi susah mencari uang segituðŸ˜¡ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ¤¬ðŸ˜¡ðŸ¤¬ðŸ˜¡ðŸ¤¬ðŸ˜¡ðŸ¤¬ðŸ˜¡ðŸ¤¬ðŸ˜¡ðŸ¤¬, aplikasi yang sangat tidak efisien",1,membuka rekening rekening hilang mendaftar ulang timbul tulisan terdaftar nomor handphone mendaftar bilangnya maaf uang hilang nominalnya susah mencari uang segitu aplikasi efisien,negatif
"Jelek banget aplikasinya ,saya beli token PLN kenapa ga bisa dibuka mutasi pembeliannya,sedangkan uangnya sudah terpotong dari saldonya,kan kalau untuk PLN harus ada nomer yg harus dimasukin,kalau ga bisa kebuka gimana caranya... Mengecewakan sekali ga bermutu banget sih ,,tolong belajar dari aplikasi yg lain.!!!",1,jelek banget aplikasinya beli token dibuka mutasi pembeliannya uangnya terpotong saldonya nomer dimasukin kebuka gimana mengecewakan bermutu banget tolong belajar aplikasi,negatif
"Asli banget sangat berguna aplikasi ini untuk pembayaran transaksi dimana bisa, Tidak lemot leg ataupun berputa-putar. Sangat recomended banget dah aplikasi ini soalnya dalam satu genggaman kita bisa pembayaran transaksi dimana saja. untuk saat ini yang belum mempunyai aplikasi seabank segera download banyak promo-promo menarik lainnya dan bonus pula yang diberikannya semoga bermanfaat.",5,asli banget berguna aplikasi pembayaran transaksi dimana lemot berputaputar recomended banget aplikasi genggaman pembayaran transaksi dimana aplikasi download promopromo menarik bonus semoga bermanfaat,positif
"mantap Alhamdulillah. sekarang ini Zamannya udah pada canggih, bayar/gajian pun kebanyakan dari Hp. mudah-mudahan SeaBank tetep teguh dan Istiqomah memberi layanan terbaik untuk penggunanya Terima Kasih SeaBankðŸ™",5,mantap alhamdulillah zamannya canggih bayargajian kebanyakan mudahmudahan tetep teguh istiqomah layanan terbaik penggunanya terima kasih,positif
"aplikasi macam apa ini, jaringan udah bagus, hp mendukung android 12, eeeh malah dibilang PERIKSA KONEKSI INTERNET dibilang jaringan tidak stabil aplikasi lo yang tidak stabil jaringan aja gw main gem itu bisa 60-80ms ehh serta di aplikasi tertulis Periksa koneksi internet ehh lokira jaringan gw jelek apa, apa gw harus ke jepang baru bisa terbuka? atau ke singapure?, perbaiki lagi aplikasi lo bukan gw yang harus periksa jaringan gw, buat kalian yah jangan download dah buang buang waktu",1,aplikasi jaringan bagus mendukung android dibilang periksa koneksi internet dibilang jaringan stabil aplikasi stabil jaringan main aplikasi tertulis periksa koneksi internet lokira jaringan jelek jepang terbuka singapure perbaiki aplikasi periksa jaringan download buang buang,negatif
"aplikasi SeaBank jenis aplikasi perbankan yang telah diawasi oleh Bank Indonesia dan OJK sangat memudahkan kita menyimpan uang dan bertransaksi dan investasi dalam mesin digital yang biasa orang gunakan ,tapi kelemahannya jika tidak ada jaringan internet atau disaat hp tidak terisi daya dan kendala jaringan yang rusak atau hp error ,ngelag karena sudah penuh memorinya dan mungkin juga terjadi salah Pin hingga berulang atau hp hilang ,sudah tidak tahu apa yang bakalan terjadi",5,aplikasi jenis aplikasi perbankan diawasi indonesia memudahkan menyimpan uang bertransaksi investasi mesin digital orang kelemahannya jaringan internet disaat terisi daya kendala jaringan rusak error ngelag penuh memorinya salah berulang hilang,positif
